player_id,season,node_id
44,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:911
45,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:913
46,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:917
47,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:922
48,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:927
49,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:932
50,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:937
51,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:939
52,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:943
53,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:947
54,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:952
55,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:957
56,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:962
57,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:967
58,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:972
59,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:976
60,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:981
61,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:986
62,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:991
63,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:996
64,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1001
65,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1006
66,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1010
67,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1015
68,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1019
69,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1024
70,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1028
71,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1033
73,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1038
74,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1043
75,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1048
77,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1053
78,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1058
79,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1063
80,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1068
82,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1072
83,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1077
84,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1082
85,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1087
86,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1092
87,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1097
88,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1102
89,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1107
90,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1112
91,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1117
92,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1121
93,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1124
94,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1127
95,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1129
96,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1134
97,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1139
98,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1144
99,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1149
100,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1153
101,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1158
102,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1163
103,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1168
104,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1172
105,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1177
106,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1182
107,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1185
108,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1190
109,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1195
110,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1200
111,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1202
112,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1207
113,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1210
114,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1215
115,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1218
116,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1222
117,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1224
118,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1226
119,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1229
120,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1234
121,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1239
122,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1244
124,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1253
125,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1258
126,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1263
127,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1268
128,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1273
129,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1278
130,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1282
131,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1287
132,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1290
133,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1295
134,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1300
135,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1305
136,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1310
137,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1315
138,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1320
139,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1324
140,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1326
141,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1331
142,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1335
143,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1339
144,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1343
145,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1348
146,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1353
147,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1358
148,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1361
149,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1365
150,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1368
151,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1373
152,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1378
153,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1383
154,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1386
155,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1388
156,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1393
157,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1398
158,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1403
159,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1408
161,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1411
162,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1416
163,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1418
164,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1423
165,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1428
167,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1431
168,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1435
169,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1439
171,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1444
172,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1447
173,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1452
174,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1457
175,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1461
176,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1466
177,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1470
178,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1475
179,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1479
180,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1484
182,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1489
183,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1492
184,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1494
185,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1498
186,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1501
187,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1506
189,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1512
190,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1517
191,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1521
192,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1524
193,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1528
194,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1533
195,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1535
196,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1540
197,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1542
198,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1547
199,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1550
200,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1552
201,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1554
202,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1559
203,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1564
204,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1569
205,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1574
206,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1579
207,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1581
208,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1586
209,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1590
210,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1594
211,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1597
212,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1602
213,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1605
214,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1610
215,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1612
216,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1614
217,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1615
218,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1620
220,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1624
221,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1628
222,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1631
223,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1634
224,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1637
225,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1640
227,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1648
228,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1653
229,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1656
230,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1660
231,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1665
232,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1670
233,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1671
234,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1672
235,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1677
236,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1682
237,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1687
238,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1689
239,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1693
240,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1695
241,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1698
242,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1703
243,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1707
244,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1712
245,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1717
246,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1722
247,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1725
248,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1730
249,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1735
250,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1738
251,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1742
252,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1747
253,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1749
254,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1751
255,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1752
256,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1757
258,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1760
259,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1762
260,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1766
261,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1770
262,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1774
263,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1776
264,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1780
266,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1784
267,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1789
268,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1794
270,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1795
272,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1799
273,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1802
274,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1805
276,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1808
277,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1813
278,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1816
279,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1818
280,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1821
281,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1824
282,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1829
283,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1834
284,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1839
285,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1844
286,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1845
287,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1850
288,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1852
289,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1857
290,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1860
291,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1865
292,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1868
293,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1873
294,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1876
295,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1881
296,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1886
297,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1890
298,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1891
299,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1895
300,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1896
301,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1899
302,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1904
304,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1910
305,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1912
306,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1917
307,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1921
308,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1925
309,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1926
310,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1928
311,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1931
314,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1934
315,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1936
316,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1941
317,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1943
318,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1947
319,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1952
320,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1957
323,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1961
326,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1962
328,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1967
329,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1972
330,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1977
331,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1982
332,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1984
333,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1988
334,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1991
335,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1994
337,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1996
339,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1999
341,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2000
343,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2006
344,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2007
345,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2012
346,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2017
348,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2019
349,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2020
350,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2022
351,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2027
352,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2028
353,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2033
354,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2038
355,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2040
356,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2043
357,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2045
359,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2046
360,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2048
361,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2049
362,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2050
363,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2052
364,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2053
365,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2058
366,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2059
367,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2064
368,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2065
369,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2068
371,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2072
372,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2077
373,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2082
374,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2087
375,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2092
376,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2093
377,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2094
378,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2096
380,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2101
381,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2105
382,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2106
383,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2111
384,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2115
385,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2116
386,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2119
387,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2124
388,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2126
389,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2127
390,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2131
391,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2136
392,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2138
393,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2140
395,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2143
396,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2144
397,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2147
398,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2149
399,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2152
400,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2153
402,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2158
403,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2159
404,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2164
405,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2169
406,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2174
408,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2175
410,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2177
411,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2182
415,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2183
416,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2187
417,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2188
419,2020,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2193
